Catego	ry	",name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity"
Ice Cr	ea	"m & Desserts,Pantai Pad Thai Sauce (Non-Veg),32500,9,5,29300,200,0,200"
Ice Cr	ea	"m & Desserts,Pantai Sweet Chilli Sauce,27500,14,6,23400,200,0,200"
Ice Cr	ea	"m & Desserts,Ching's Secret Schezwan Instant Noodle,11400,0,6,11400,480,0,480"
Ice Cr	ea	"m & Desserts,Yummiez Chicken Garlic Fingers Pouch,25000,0,5,25000,400,0,400"
Ice Cr	ea	"m & Desserts,Pediasure Premium Chocolate Powdered Health Drink,61000,0,2,61000,400,0,400"
Ice Cr	ea	"m & Desserts,Chings Secret Hot Garlic Instant Noodles,9100,0,6,9100,60,0,60"
Ice Cr	ea	"m & Desserts,Godrej Yummiez Cheese Corn Nuggets ,23000,0,4,23000,400,0,400"
Ice Cr	ea	"m & Desserts,Pantai Hot Chilli Sauce,27500,14,6,23400,200,0,200"
Ice Cr	ea	"m & Desserts,Knorr International Mexican Tomato Corn Soup ,6500,6,3,6100,52,0,52"
Ice Cr	ea	"m & Desserts,Bagrry's Fruit Fibre Muesli Mixed Fruit ,59500,0,5,59500,1000,0,1"
Ice Cr	ea	"m & Desserts,MTR Roasted Vermicelli ,10500,0,4,10500,850,0,850"
Ice Cr	ea	"m & Desserts,Maggi 2-Minute Instant Noodles - Masala,4400,0,0,4400,280,1,280"
Ice Cr	ea	"m & Desserts,""Kurkure Green Chutney, Rajasthani Style"",2000,0,0,2000,90,1,90"
Ice Cr	ea	"m & Desserts,Kellogg's Chocos Combo Pack,6000,6,0,5600,156,1,156"
Ice Cr	ea	"m & Desserts,Kissan Mixed Fruit Jam ,15500,0,0,15500,500,1,500"
Ice Cr	ea	"m & Desserts,Lijjat Urad Papad,6000,5,0,5700,200,1,200"
Ice Cr	ea	"m & Desserts,Amul Cheese Spread Yummy Plain,8500,0,0,8500,200,1,200"
Ice Cr	ea	"m & Desserts,Mother's Recipe Ginger And Garlic Paste,5000,24,0,3800,200,1,200"
Ice Cr	ea	"m & Desserts,Maggi Magic Cubes Chicken,4000,2,0,3900,40,1,40"
Ice Cr	ea	"m & Desserts,Pedigree Puppy Chicken Chunks in Gravy ,3500,2,0,3400,70,1,70"
Ice Cr	ea	"m & Desserts,The Whole Truth Peanut Butter - Unsweetened & Crunchy,18500,20,0,14800,325,1,325"
Ice Cr	ea	"m & Desserts,Ching's Chow Mein Hakka Noodles Masala,1000,0,0,1000,20,1,20"
Ice Cr	ea	"m & Desserts,Safal Frozen Mixed Vegetables,6000,5,0,5700,500,1,500"
Ice Cr	ea	"m & Desserts,Safal Frozen Corn,4100,4,0,3900,200,1,200"
Ice Cr	ea	"m & Desserts,Amul Cheese Spread Spicy Garlic,8500,3,0,8200,200,1,200"
Ice Cr	ea	"m & Desserts,Ching's Secret Veg Hakka Noodles,10700,0,0,10700,600,1,600"
Ice Cr	ea	"m & Desserts,Saffola Oats 100 % Natural,1500,0,0,1500,38,1,38"
Ice Cr	ea	"m & Desserts,Lijjat Moong Papad,6000,5,0,5700,200,1,200"
Ice Cr	ea	"m & Desserts,Mothers Recipe Papad - Sabudana With Rock Salt,3100,9,0,2800,70,1,70"
Ice Cr	ea	"m & Desserts,Maggi Chilly Chow Cuppa Noodles,5000,0,0,5000,70,1,70"
Ice Cr	ea	"m & Desserts,Veeba Favourites Eggless Burger Mayonnaise,6900,8,0,6300,250,1,250"
Ice Cr	ea	"m & Desserts,Sunfeast Yippee! Magic Masala Noodles,4800,6,0,4500,240,1,240"
Ice Cr	ea	"m & Desserts,Top Ramen Masala,9100,9,0,8200,560,1,560"
Ice Cr	ea	"m & Desserts,Kelloggs Corn Flakes With Real Strawberry Pure,26500,10,0,23600,575,1,575"
Ice Cr	ea	"m & Desserts,Mother's Recipe Potato Papad,3100,9,0,2800,70,1,75"
Ice Cr	ea	"m & Desserts,Mothers Recipe Rice Papad Ajwain,2400,0,0,2400,75,1,75"
Ice Cr	ea	"m & Desserts,Chef's Basket Durum Wheat Penne Pasta,16000,50,0,8000,500,1,500"
Ice Cr	ea	"m & Desserts,Dabur Hommade - Imli Sauce Saunth,2000,10,0,1800,100,1,100"
Ice Cr	ea	"m & Desserts,Zorabian Chicken Kheema Parathas,19000,0,0,19000,300,1,300"
Ice Cr	ea	"m & Desserts,Sunfeast Pasta Treat Pack of Tomato Cheese,2800,17,0,2300,65,1,65"
Ice Cr	ea	"m & Desserts,Safal Frozen - Sweet Corn,16000,5,0,15200,1000,1,1"
Ice Cr	ea	"m & Desserts,MTR Vegetable Upma,2500,0,0,2500,60,1,60"
Ice Cr	ea	"m & Desserts,Del Monte Original Blend Tomato Ketchup Pouch,12000,7,0,11100,950,1,950"
Ice Cr	ea	"m & Desserts,Del Monte Natural Vinegar ,5500,3,0,5300,180,1,180"
Ice Cr	ea	"m & Desserts,Del Monte Eggless Mayo,13500,6,0,12600,500,1,500"
Ice Cr	ea	"m & Desserts,ITC Master Chef Cheesy Corn Triangles,16000,5,0,15200,320,1,320"
Ice Cr	ea	"m & Desserts,Mother's Recipe Mixed Pickle ,11500,4,0,11000,400,1,400"
Ice Cr	ea	"m & Desserts,Godrej Yummiez Chicken Breakfast Salami,15000,4,0,14300,250,1,250"
Ice Cr	ea	"m & Desserts,Hershey's Cocoa + Almond Spread,29500,9,0,26600,350,1,350"
Ice Cr	ea	"m & Desserts,Maggi Special Masala Spicy Yummy Noodles,7200,0,0,7200,280,1,280"
Ice Cr	ea	"m & Desserts,Del Monte Schezwan Sauce,5500,0,0,5500,190,1,190"
Ice Cr	ea	"m & Desserts,Yummiez Green Peas,13500,0,0,13500,500,1,500"
Ice Cr	ea	"m & Desserts,Yummiez Green Peas,25000,0,0,25000,1000,1,1"
Ice Cr	ea	"m & Desserts,Yummiez American Sweet Corn,8500,0,0,8500,400,1,400"
Ice Cr	ea	"m & Desserts,Dr Oetker Cucumber & Carrot Sandwich Spread Veg,7900,0,0,7900,250,1,250"
Ice Cr	ea	"m & Desserts,Del Monte Pitted Green Olives,25000,0,0,25000,450,1,450"
Chocol	at	"es & Candies,Maggi 2 Minute Masala Noodles,1200,0,6,1200,70,0,70"
Chocol	at	"es & Candies,iD Idli & Dosa Batter ,8000,15,6,6800,1000,0,1"
Chocol	at	"es & Candies,iD Malabar Parota ,8000,10,4,7200,400,0,400"
Chocol	at	"es & Candies,iD Wheat Lachha Paratha,8000,12,6,7000,400,0,400"
Chocol	at	"es & Candies,McCain Aloo Tikki,11000,4,6,10500,400,0,400"
Chocol	at	"es & Candies,McCain Smiles Cripsy Happy Potatoes,12000,5,6,11400,415,0,415"
Chocol	at	"es & Candies,McCain Veggie Burger Patty,11500,3,6,11100,360,0,360"
Chocol	at	"es & Candies,McCain Veggie Fingers,11700,5,6,11100,400,0,400"
Chocol	at	"es & Candies,Amul Delicious Fat Spread - Cholesterol Free,1800,5,6,1700,100,0,100"
Chocol	at	"es & Candies,Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,3500,2,2,3400,85,0,85"
Chocol	at	"es & Candies,McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,12500,5,1,11800,420,0,420"
Chocol	at	"es & Candies,Ching's Secret Instant Hot Garlic Noodles,1500,0,3,1500,60,0,60"
Chocol	at	"es & Candies,Veeba Eggless Mayonnaise,7900,11,5,7000,250,0,250"
Chocol	at	"es & Candies,Ching's Secret Instant Schezwan Noodles,1500,0,6,1500,60,0,60"
Chocol	at	"es & Candies,Veeba Pasta And Pizza Sauce,7500,13,5,6500,280,0,280"
Chocol	at	"es & Candies,Top Ramen  Noodles Curry Veg Pouch,2000,0,1,2000,70,0,70"
Chocol	at	"es & Candies,Saffola Veggie Twist Masala Oats,1500,0,6,1500,38,0,38"
Chocol	at	"es & Candies,Unibic Almond & Oats Protein Bar,4000,17,4,3300,30,0,30"
Chocol	at	"es & Candies,Quaker Oats,7900,0,2,7900,400,0,400"
Chocol	at	"es & Candies,Amul Delicious Fat Spread - Cholesterol Free,8800,2,2,8600,500,0,500"
Chocol	at	"es & Candies,McCain French Fries,12000,5,1,11400,420,0,420"
Chocol	at	"es & Candies,Ching's Secret Manchow Instant Soup,1000,0,1,1000,15,0,15"
Chocol	at	"es & Candies,McCain Potato Cheese Shotz,13000,4,6,12400,250,0,250"
Chocol	at	"es & Candies,McCain Masala - Fries,12000,5,3,11400,375,0,375"
Chocol	at	"es & Candies,Ching's Secret Schezwan Fried Rice Masala,1500,0,6,1500,20,0,20"
Chocol	at	"es & Candies,McCain New Mini Samosa with Cheese Pizza Style Filling,12000,1,3,11800,240,0,240"
Chocol	at	"es & Candies,McCain Chilli Cheesy Nuggets,13000,4,1,12400,250,0,250"
Chocol	at	"es & Candies,""Whiskas Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour"",43000,10,6,38700,1200,0,1"
Chocol	at	"es & Candies,Chings Instant Soup - Hot & Sour,1000,0,1,1000,15,0,15"
Chocol	at	"es & Candies,Amul Spray Infant Milk Food,19700,2,6,19300,500,0,500"
Chocol	at	"es & Candies,McCain Smiles - Pudina Chatka,12000,5,3,11400,375,0,375"
Chocol	at	"es & Candies,McCain French Fries Crisp & Delicious,17500,4,3,16700,750,0,750"
Chocol	at	"es & Candies,Ferrero Nutella Hazelnut Spread,22000,5,2,20700,180,0,180"
Chocol	at	"es & Candies,Lijjat Garlic Papad,6000,5,5,5700,200,0,200"
Chocol	at	"es & Candies,Switz Samosa Dough Sheets,9000,4,6,8600,50,0,50"
Chocol	at	"es & Candies,Amul Cheese Spread Creamy,8500,5,6,8000,180,0,180"
Chocol	at	"es & Candies,Maggi Imli Sauce Pichkoo,2200,0,6,2200,90,0,90"
Chocol	at	"es & Candies,Whiskas Kitten (2-12 months) Dry Cat Food Food Ocean Fish,38500,9,5,34700,1100,0,1100"
Chocol	at	"es & Candies,Chings Instant Soup - Sweet Corn Veg,1000,0,2,1000,15,0,15"
Chocol	at	"es & Candies,Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,3500,5,2,3300,85,0,85"
Chocol	at	"es & Candies,McCain Crazy Fries Masala MixHot 'n' Tangy,12000,5,6,11400,400,0,400"
Chocol	at	"es & Candies,The Whole Truth Double Cocoa Protein Bar No Sugar,10000,10,6,9000,52,0,52"
Chocol	at	"es & Candies,Amul Happy Treats French Fries,6800,4,1,6500,425,0,425"
Chocol	at	"es & Candies,Ferrero Nutella Hazeulnut Spread,38000,6,5,35700,350,0,350"
Chocol	at	"es & Candies,Veeba Chipolte Southwest Dressing,16100,7,4,14900,300,0,300"
Chocol	at	"es & Candies,Ching's Secret Manchow Noodles Instant Soup,1500,0,6,1500,20,0,20"
Chocol	at	"es & Candies,Yoga Bar Breakfast Protein Bar - Blueberry Pie,5000,12,1,4400,50,0,50"
Chocol	at	"es & Candies,Quaker Oats,19900,7,6,18400,1000,0,1"
Chocol	at	"es & Candies,The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,5500,25,6,4100,27,0,27"
Chocol	at	"es & Candies,Switz Spring Roll Dough Sheets,9000,4,6,8600,1160,0,20"
Chocol	at	"es & Candies,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,4000,17,6,3300,30,0,30"
Chocol	at	"es & Candies,Ching's Secret Tomato Instant Soup,1000,0,1,1000,16,0,15"
Chocol	at	"es & Candies,Chef's Basket Durum Wheat Elbow Pasta,16000,50,6,8000,500,0,500"
Chocol	at	"es & Candies,Sunfeast Yippee! Mood Masala Noodles,6000,28,3,4300,260,0,260"
Chocol	at	"es & Candies,MTR Breakfast Khatta Meetha Poha Mix,2500,20,6,2000,60,0,60"
Chocol	at	"es & Candies,Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli,44500,9,6,40100,750,0,750"
Chocol	at	"es & Candies,Ching's Secret Chilli Vinegar,5000,0,4,5000,170,0,170"
Chocol	at	"es & Candies,Ching's Red Chilli Sauce,5500,0,6,5500,200,0,200"
Chocol	at	"es & Candies,Amul Lite Spread,4000,2,5,3900,100,0,100"
Chocol	at	"es & Candies,Borges Durum Wheat Fusilli Pasta ,25000,0,3,25000,500,0,500"
Chocol	at	"es & Candies,The Whole Truth Cranberry Mini Protein Bar No Sugar,5500,20,6,4400,27,0,27"
Chocol	at	"es & Candies,The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar,5500,20,6,4400,27,0,27"
Chocol	at	"es & Candies,Maggi Hot & Sweet Tomato Chilli Sauce,11500,0,1,11500,500,0,500"
Chocol	at	"es & Candies,Sunfeast YiPPee! Noodles - Magic Masala,9600,5,4,9100,540,0,540"
Chocol	at	"es & Candies,Chef's Basket Durum Wheat Fusilli Pasta,16000,50,6,8000,500,0,500"
Chocol	at	"es & Candies,Top Ramen Chicken Noodles,6000,10,1,5400,280,0,280"
Chocol	at	"es & Candies,Veeba Cheese and Chilli Sandwich Spread,8900,11,6,7900,275,0,275"
Chocol	at	"es & Candies,Ching’s Secret Chowmein Hakka Noodles Masala ,4400,0,2,4400,60,0,60"
Chocol	at	"es & Candies,Safal Frozen - Mixed Vegetables,11000,4,2,10500,1000,0,1"
Chocol	at	"es & Candies,MTR 3 Min Poha,2500,0,6,2500,60,0,60"
Chocol	at	"es & Candies,Ching's Manchurian Instant Noodles,1500,0,5,1500,60,0,60"
Chocol	at	"es & Candies,The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar ,5500,25,6,4100,27,0,27"
Chocol	at	"es & Candies,Gits Pav Bhaji Ready to Eat,11000,22,6,8500,300,0,300"
Chocol	at	"es & Candies,McCain New Mini Samosa with Cheese Corn Style Filling,12000,1,2,11800,240,0,240"
Chocol	at	"es & Candies,Lijjat Udad Mini Papad,6000,6,6,5600,200,0,200"
Chocol	at	"es & Candies,McCain Herb & Garlic Crazy Fries Masala Mix ,12000,5,5,11400,400,0,400"
Chocol	at	"es & Candies,Yoga Bar Multigrain Energy Bar Nuts And Seeds,4000,12,4,3500,38,0,38"
Chocol	at	"es & Candies,""Ching's Secret Sauce, Green Chilli"",5500,0,5,5500,190,0,190"
Chocol	at	"es & Candies,Veeba Pizza Topping,7500,6,4,7000,280,0,280"
Chocol	at	"es & Candies,Switz Paratha Puff,11000,4,6,10500,400,0,400"
Chocol	at	"es & Candies,""New Kellogg's Muesli with 21% Fruit, Nut & Seeds"",32500,6,6,30500,500,0,500"
Chocol	at	"es & Candies,The Whole Truth Double Cocoa Mini Protein Bar No Sugar,5500,20,5,4400,27,0,27"
Chocol	at	"es & Candies,Sunfeast Yippee Tricolor Pasta Seasoning,2800,17,1,2300,65,0,65"
Chocol	at	"es & Candies,Wingreens Cheesy Chipotle Sauce,9900,49,1,5000,130,0,130"
Chocol	at	"es & Candies,Maggi Rich Tomato Ketchup,10500,4,2,10000,500,0,500"
Chocol	at	"es & Candies,The Whole Truth Dark Chocolate Peanut Butter - Creamy,23500,25,6,17400,325,0,325"
Chocol	at	"es & Candies,Godrej Yummiez Chicken Nuggets,32500,9,1,29300,500,0,500"
Chocol	at	"es & Candies,Go Cheese  Spread Plain,9900,5,6,9400,200,0,200"
Chocol	at	"es & Candies,Kellogg's Real Almond & Honey Corn Flakes,17500,9,6,15800,300,0,300"
Chocol	at	"es & Candies,The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,6000,20,6,4800,40,0,40"
Chocol	at	"es & Candies,Prasuma Vegetable Momos,27000,0,5,27000,24,0,24"
Chocol	at	"es & Candies,MTR Upma,5000,10,6,4500,160,0,160"
Chocol	at	"es & Candies,Ching's Schezwan Masala Instant Noodles,6000,0,1,6000,240,0,240"
Chocol	at	"es & Candies,The Whole Truth Cranberry Protein Bar No Sugar,10000,26,6,7400,52,0,52"
Chocol	at	"es & Candies,Saffola Yummy Masala Noodles ,2000,0,2,2000,46,0,46"
Chocol	at	"es & Candies,Veeba English Mustard,7400,6,2,6900,300,0,300"
Chocol	at	"es & Candies,Dabur Hommade Tamarind Paste,4800,6,6,4500,200,0,200"
Chocol	at	"es & Candies,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),32500,4,6,30900,400,0,400"
Chocol	at	"es & Candies,The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,5500,25,6,4100,27,0,27"
Chocol	at	"es & Candies,ITC Master Chef Crispy Chicken Fries ,17000,4,3,16200,280,0,280"
Chocol	at	"es & Candies,Kelloggs Corn Flakes,9900,13,6,8600,250,0,250"
Chocol	at	"es & Candies,Nissin Cup Noodles Tangy Tomato,5000,10,2,4500,70,0,70"
Chocol	at	"es & Candies,Smith & Jones White Pasta Sauce Mix,4000,0,3,4000,46,0,46"
Chocol	at	"es & Candies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,10,1,2500,65,0,65"
Chocol	at	"es & Candies,Mothers Recipe Tamrind Date Chutney ,5500,9,2,5000,200,0,200"
Chocol	at	"es & Candies,Veeba Mint Mayonnaise,16900,8,4,15500,300,0,300"
Chocol	at	"es & Candies,Mccain Emotibites - Crispy Happy Potato Snack,13000,0,6,12900,415,0,415"
Chocol	at	"es & Candies,The Whole Truth Energy Bar Choco Cranberry Fudge,6000,26,6,4400,40,0,40"
Chocol	at	"es & Candies,Godrej Yummiez Chicken Lucknowi Seekh Kebab,26000,10,4,23400,400,0,400"
Chocol	at	"es & Candies,Prasuma Vegetable Momos,15000,0,5,15000,580,0,10"
Chocol	at	"es & Candies,Mother's Recipe Mixed Pickle,8500,9,2,7700,300,0,300"
Chocol	at	"es & Candies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,17,3,2300,65,0,65"
Chocol	at	"es & Candies,The Whole Truth Peanut Cocoa Protein Bar No Sugar,10000,26,6,7400,52,0,52"
Chocol	at	"es & Candies,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,32500,4,6,30900,400,0,400"
Chocol	at	"es & Candies,Sunfeast YiPPee! Magic Masala Noodles,7000,10,3,6300,405,0,405"
Chocol	at	"es & Candies,Veeba Sweet Onion Sauce,14100,14,4,12100,350,0,350"
Chocol	at	"es & Candies,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,4900,8,6,4500,200,0,200"
Chocol	at	"es & Candies,Mother's Recipe Tamarind Paste,5000,2,6,4900,200,0,200"
Chocol	at	"es & Candies,Yogabar No Added Sugar Protein Bar Brownie,12500,15,4,10600,60,0,60"
Chocol	at	"es & Candies,Bambino Popular Vermicelli ,4000,2,3,3900,400,0,400"
Chocol	at	"es & Candies,Ching's Secret Mix Veg Instant Soup,1000,0,3,1000,15,0,15"
Chocol	at	"es & Candies,Mother's Recipe Pickle - Red Stuffed Chilli,14500,11,3,12900,400,0,400"
Chocol	at	"es & Candies,Kellogg's No Added Sugar Muesli,33500,11,6,29800,500,0,500"
Chocol	at	"es & Candies,Veeba Salsa Dip,11900,6,6,11100,360,0,360"
Chocol	at	"es & Candies,Veeba Thousand Island Dressing,14900,8,6,13700,300,0,300"
Chocol	at	"es & Candies,Baggry's Crunchy Muesli Almond Raisins & Honey,13000,0,5,13000,200,0,200"
Chocol	at	"es & Candies,Knorr Chinese Hot And Sour Veg Soup,5500,3,1,5300,43,0,43"
Chocol	at	"es & Candies,Go Cheese Spread - Garlic,9900,5,6,9400,200,0,200"
Chocol	at	"es & Candies,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500,9,6,19400,325,0,325"
Chocol	at	"es & Candies,Zorabian Chicken Smoked Ham,20500,5,1,19400,250,0,250"
Chocol	at	"es & Candies,Kissan Pineapple Jam,16500,9,1,14900,500,0,500"
Chocol	at	"es & Candies,Smith & Jones Masala Noodles,8900,0,5,8900,480,0,480"
Chocol	at	"es & Candies,Nestle Nestle Nan Pro Follow-Up Formula,65000,0,6,65000,400,0,400"
Chocol	at	"es & Candies,Sunfeast Yippee! Power Up Atta Noodles,9600,15,6,8100,280,0,280"
Chocol	at	"es & Candies,McCain Super Wedges,12000,7,6,11100,400,0,400"
Chocol	at	"es & Candies,""Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds"",33000,10,1,29400,450,0,450"
Chocol	at	"es & Candies,Kellogg's Chocos,13000,10,6,11700,250,0,250"
Chocol	at	"es & Candies,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,3200,0,3,3200,150,0,150"
Chocol	at	"es & Candies,The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,6000,20,6,4800,40,0,40"
Chocol	at	"es & Candies,Saffola Veggie Twist Masala Oats,19500,12,2,17100,500,0,500"
Chocol	at	"es & Candies,ITC Master Chef Classic Aloo Tikki,8000,10,3,7200,320,0,320"
Chocol	at	"es & Candies,Smith & Jones Pink Pasta Sauce Mix,4000,0,4,4000,46,0,46"
Chocol	at	"es & Candies,Wingreens Farms Chipotle Dip,20000,25,1,15000,180,0,180"
Chocol	at	"es & Candies,Kellogg's Real Almond & Honey Corn Flakes,55000,5,3,52000,1000,0,1"
Chocol	at	"es & Candies,Kellogg's Crunchy Granola Chocolate & Almonds,33000,10,3,29400,450,0,450"
Chocol	at	"es & Candies,Cornitos Cornitos Taco Shells - 6 Inches,16000,20,4,12800,180,0,180"
Chocol	at	"es & Candies,Ching's Secret Singapore Curry Instant Noodles,1500,0,3,1500,60,0,60"
Chocol	at	"es & Candies,Mother's Recipe Pickle - Mango,12500,9,6,11300,400,0,500"
Chocol	at	"es & Candies,Godrej Yummiez Chilli Chicken Sausages ,16000,10,3,14400,250,0,250"
Chocol	at	"es & Candies,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ,17500,20,6,14000,180,0,180"
Chocol	at	"es & Candies,Maggi Hot & Sweet - Tomato Chilli Sauce,17000,10,1,15300,1000,0,1"
Chocol	at	"es & Candies,Ching's Secret Asian Hot Instant Soup,1500,0,3,1500,15,0,15"
Chocol	at	"es & Candies,Kellogg’s Chocos Protein And Fibre Of 1 Roti,49900,11,6,44400,1200,0,1"
Chocol	at	"es & Candies,Mother's Recipe Pickle - Mango,14900,26,4,10900,500,0,500"
Chocol	at	"es & Candies,Chings Secret Manchurian Instant Noodle,6000,0,6,6000,240,0,240"
Chocol	at	"es & Candies,Kellogg's Original Corn Flakes,31000,6,6,29000,875,0,875"
Chocol	at	"es & Candies,Ching's Singapore Curry Instant Noodles,6000,0,4,6000,240,0,240"
Chocol	at	"es & Candies,Kellogg's Almonds And Cranberries Granola,33000,6,6,31000,460,0,460"
Chocol	at	"es & Candies,Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,29200,0,6,29200,300,0,300"
Chocol	at	"es & Candies,MTR 3 Minute Breakfast - Magic Masala Upma,2500,0,6,2500,60,0,60"
Chocol	at	"es & Candies,Smith & Jones Masala Noodles,6800,10,5,6100,360,0,360"
Chocol	at	"es & Candies,""Knorr Classic Tomato Soup With 100% Real Vegetabls, No Added Preservatives"",5500,0,6,5500,53,0,53"
Chocol	at	"es & Candies,Godrej Yummiez Chicken Punjabi Tikka ,29500,9,6,26600,360,0,360"
Chocol	at	"es & Candies,Kellogg's Corn Flakes,42500,9,1,38300,1000,0,1"
Chocol	at	"es & Candies,Kelloggs Chocos,17000,5,4,16000,385,0,385"
Chocol	at	"es & Candies,Pedigree Puppy Dry Dog Food Food Chicken & Milk,29000,20,6,23200,1200,0,1200"
Chocol	at	"es & Candies,Ching's Secret Lemon Coriander Instant Soup,1500,0,5,1500,15,0,15"
Chocol	at	"es & Candies,Nestle Cerelac Baby Cereal With Milk Wheat-Rice Mixed Fruit,26100,0,6,26100,300,0,300"
Chocol	at	"es & Candies,Kelloggs Chocos - Moons & Stars,66000,40,4,39600,1200,0,1"
Chocol	at	"es & Candies,ITC Master Chef Chicken Galouti Kebab,17000,4,2,16200,210,0,210"
Chocol	at	"es & Candies,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,22900,10,6,20600,400,0,400"
Chocol	at	"es & Candies,Kitchens Of India Palak Paneer,13000,30,6,9100,285,0,285"
Chocol	at	"es & Candies,Kelloggs Chocos Fills Double Chocolat,9900,11,6,8800,175,0,175"
Chocol	at	"es & Candies,Soulfull Ragi Bites Choco Fills,16900,5,4,16000,250,0,250"
Chocol	at	"es & Candies,Figaro Sliced Black Olive ,17900,0,6,17900,450,0,450"
Chocol	at	"es & Candies,Veeba Barbeque Sauce,14900,8,6,13700,330,0,330"
Chocol	at	"es & Candies,The Whole Truth Vegan Mocha Almond Fudge Energy Bar No Sugar,6000,20,6,4800,40,0,40"
Chocol	at	"es & Candies,""The Whole Truth - Nuts, Fruits & Seeds Muesli"",32500,20,6,26000,350,0,350"
Chocol	at	"es & Candies,Pantai Green Curry Paste,15000,14,5,12800,114,0,114"
Chocol	at	"es & Candies,Kelloggs Special K,21000,8,5,19200,435,0,435"
Chocol	at	"es & Candies,Moi Soi Sichuan Chilli Oil- For Stir Fry Marinade Spread & Dip,28000,50,5,14000,175,0,175"
Chocol	at	"es & Candies,Mother's Recipe Madras Appalam,5000,10,6,4500,100,0,100"
Chocol	at	"es & Candies,Top Ramen Masala Oat Masala,8000,10,6,7200,280,0,280"
Chocol	at	"es & Candies,Saffola Everyday Peppy Tomato Masala Oats,19500,12,6,17100,500,0,500"
Chocol	at	"es & Candies,""Ching's Secret Instant Noodles, Hot Garlic"",6000,0,4,6000,240,0,240"
Chocol	at	"es & Candies,Kitchens Of India Chicken Chettinad,20000,30,1,14000,285,0,285"
Chocol	at	"es & Candies,Nestle Cerelac Wheat - Stage 1,19000,0,6,19000,300,0,300"
Chocol	at	"es & Candies,Sumeru Aloo Paratha,11900,5,6,11300,400,0,400"
Chocol	at	"es & Candies,ITC Master Chef Veggie Pizza Pocket,17000,4,4,16200,340,0,340"
Chocol	at	"es & Candies,Wingreens Farms Tangy Cheese Pita Chips & Mexican Salsa Dip,6000,15,1,5100,70,0,70"
Chocol	at	"es & Candies,Ching's Secret Manchow Soup,5500,0,3,5500,55,0,55"
Chocol	at	"es & Candies,Veeba Carrot & Cucumber Sandwich Spread,8500,10,6,7600,250,0,250"
Chocol	at	"es & Candies,Kellogg's Real Almond & Honey Corn Flakes,37000,12,3,32400,650,0,650"
Chocol	at	"es & Candies,Kitchens Of India Mughlai Paneer,16000,30,4,11200,285,0,285"
Chocol	at	"es & Candies,Ching's Secret Just Soak - Veg Hakka Noodles,3000,0,5,3000,150,0,150"
Chocol	at	"es & Candies,Ching's Secret Chowmein Hakka Noodles Masala,6000,10,2,5400,100,0,100"
Chocol	at	"es & Candies,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,23500,20,5,18800,325,0,325"
Chocol	at	"es & Candies,Mother's Recipe Bhel Puri Chutney,5500,9,4,5000,200,0,200"
Chocol	at	"es & Candies,Kelloggs Chocos Moon & Stars,33000,10,6,29400,680,0,680"
Chocol	at	"es & Candies,Mother's Recipe Lime Pickle ,12000,5,1,11400,400,0,400"
Chocol	at	"es & Candies,Kitchens of India Dal Makhani,11000,30,2,7700,285,0,285"
Chocol	at	"es & Candies,Pantai Light Soy Sauce,27500,14,5,23400,200,0,200"
Chocol	at	"es & Candies,Ching's Secret Sweet Corn Soup,5500,0,6,5500,55,0,55"
Chocol	at	"es & Candies,""Top Ramen Noodles, Atta"",8000,0,1,8000,280,0,280"
Chocol	at	"es & Candies,Cantina Tortilla Dip Sauce Sour Creamy Tex Mex,22500,15,5,19100,190,0,190"
Chocol	at	"es & Candies,Dabur Hommade - Rajasthan Ki Garlic Chutne,6500,6,6,6100,200,0,200"
Chocol	at	"es & Candies,MTR Seviyan Vermicelli ,4200,0,2,4200,400,0,400"
Chocol	at	"es & Candies,Pantai Oyster Sauce,27500,14,4,23400,200,0,200"
